string,n,frequency
of the east and even,5,1
judgments which were coming,4,1
to be true that,4,1
and the ends thereof and,5,1
has sought,2,1
while the earth,3,1
earth in righteousness for,4,1
you shall stand in,4,1
thou shalt be called perdition,5,1
were married at the,4,1
the fruit of the,4,6
were only counteracted by,4,1
creation and,2,1
i know them,3,2
name adam in the,4,1
the personages,2,1
a firmament in the,4,1
as easy to be,4,1
for noah was,3,1
and made to bear,4,1
i know thee,3,1
hearts were set to do,5,1
the same shall be,4,2
right that i,3,1
same priesthood which was,4,1
soul shall live because,4,1
because they have turned their,5,1
shall say unto you,4,2
and multiply and replenish the,5,2
another fact above them,4,1
i know that,3,1
wherefore cain was,3,1
there for the famine became,5,1
of olives,2,2
got those plates of,4,1
wicked with all,3,1
time of my,3,1
for he saith,3,1
presbyterian and,2,1
a temporal salvation wherefore enoch,5,1
not any more to,4,1
the sign of,3,2
moses called,2,1
was more subtle than any,5,1
be both good and,4,1
mouth from the foundation,4,1
enoch and the land of,5,1
mind and dwelt in,4,1
immediately after my arrival there,5,1
my present,2,1
our hands because of the,5,1
and lot with me and,5,1
mine hands there,3,1
and intelligence from him,4,1
for so we were commanded,5,1
yes more,2,1
for the third,3,1
he was a messenger sent,5,1
temple one stone upon,4,1
wickedness as among thy,4,1
land which i will give,5,1
is jehovah and i know,5,1
me and i beheld,4,1
abraham had the,3,1
brother died but my,4,1
years old and begat,4,1
upon the residue,3,2
came wars and bloodshed,4,1
fowl which may fly,4,1
and again related the very,5,1
consistent with,2,1
me about the plates,4,1
have i created and,4,1
a caution to,3,1
place where we lived an,5,1
and my father being one,5,1
one hundred and thirty,4,1
that noah should be,4,1
not have suffered his,4,1
me almost in my infancy,5,1
who lived in county,4,1
seed should,2,3
a wild man,3,1
wife to susquehanna county in,5,1
earth and gross,3,1
others said he was,4,1
i beheld a,3,1
learned for myself that,4,1
of this continent and the,5,1
were the sons of,4,1
hearkened unto the lord and,5,1
and mingling,2,1
off and for,3,1
a man to till the,5,2
descending out of heaven and,5,1
zion is with me,4,1
holy place let him,4,1
and thus the works,4,1
length came to the,4,1
abel into thine hands,4,1
began to file off some,5,1
day and being,3,1
and we will fall upon,5,1
imagination of the thoughts of,5,1
lesser light they,3,1
and thanksgiving while,3,1
near to enter into egypt,5,1
mount the name of which,5,1
will bless them through,4,1
and they are,3,1
earth shall pass,3,2
saying is me,3,1
the garden god hath,4,1
myself aloof from all these,5,1
ever shall,2,1
and am but,3,1
together unto one,3,2
also beheld the,3,1
to be afflicted and,4,1
made the gods to grow,5,1
were three hundred,3,1
we also believe the,4,1
which fall death and inasmuch,5,1
we never should have had,5,1
noah his father,3,1
was all of the devil,5,1
might be asked have,4,1
called,1,75
upon god he received,4,1
naked,1,7
listened not,2,1
received it up into his,5,1
great force into,3,1
known among,2,1
should be alone wherefore i,5,1
he begat enos eight hundred,5,1
my servant moses,3,1
the blood of the righteous,5,1
the flesh shall,3,1
he died there came a,5,1
of our afflictions we found,5,1
view in getting the,4,1
abraham written by,3,1
back from myself to,4,1
the vision which i,4,2
what joy filled our,4,1
again ascended as,3,1
to till the earth,4,1
upon them for my,4,1
also we,2,1
accomplished by them what,4,1
caused it to be,4,1
ones of,2,1
had excited a,3,1
of the fruit thereof and,5,1
preach the gospel and administer,5,1
noonday when immediately,3,1
thus the blood,3,1
a loud voice saying be,5,1
will my creator sanctify me,5,1
thou shalt be the,4,1
things abroad and had,4,1
the first verse as it,5,1
and call upon god in,5,1
the act,2,1
thou shalt bruise his heel,5,1
of eternity strikes it all,5,1
have spoken,2,4
so it was with,4,1
covered by the floods,4,1
my voice for their,4,1
above me,2,2
joy filled our,3,1
it nevertheless,2,1
your eyes shall be opened,5,1
the heathen in,3,1
the fashion of them in,5,1
his head and neck were,5,1
in what watch the thief,5,1
through thy,2,2
his hands had made,4,2
success in our undertaking,4,1
almighty god which,3,1
of eighteen,2,1
book of moses,3,1
when in,2,2
silver mine,2,2
and create,2,1
what i had just,4,1
my son to,3,1
countenance,1,3
his brother who walked in,5,1
hated and persecuted for saying,5,1
heard him for he walked,5,1
through the,2,4
should go,2,1
men and to,3,1
the power of the,4,3
unto you there shall not,5,1
and she also bare cain,5,1
despised,1,2
and moses was left,4,1
write some of these things,5,1
and the set time of,5,2
influence over me as to,5,1
man hand,2,1
darkness the minds of,4,1
when he,2,8
i took lot my,4,1
we believe that through,4,1
conceived and bare enoch and,5,1
govern all those planets,4,1
dared i do,3,1
saying abroad among,3,1
solomon mack my brothers alvin,5,1
before the gods,3,1
the air,2,14
servants,1,2
of the sorrows which shall,5,1
oath sake,2,1
preachers of righteousness and,4,1
made wherein my,3,1
of wisdom but cursed him,5,1
had seed and never should,5,1
the presence of moses,4,2
come when they,3,1
concerning all the families,4,1
cursed shall,2,1
down into egypt to,4,1
the messenger who visited us,5,1
saying i am god i,5,1
jared and,2,1
said it shall be,4,1
religious parties which,3,1
he had named,3,1
man hath,2,1
good and he stood in,5,1
thee to put,3,1
above or,2,1
me saying behold,3,1
midst of the water,4,1
and five on,3,1
by the will of,4,1
the fire to be my,5,1
you wherefore all thy,4,1
heaven of water and of,5,1
to create,2,1
living creature after his kind,5,2
of pharaoh king of egypt,5,3
yea hath god said,4,1
things unto you for,4,1
of holiness is,3,2
own order,2,1
the end thereof and thus,5,1
the gods came,3,1
that man could number,4,1
every tree naturally that is,5,1
son jesus christ and,4,1
that upon which,3,3
flocks in and,3,1
the subject of religion i,5,1
manifestation to,2,1
also to,2,2
after the order of,4,1
for saying that i had,5,1
i enabled to reach,4,1
heart nor the majestic,4,1
now this king of egypt,5,1
shall endeavor to write some,5,1
of enoch and so great,5,1
which i did between the,5,1
their second estate shall,4,1
am weary because,3,1
eyes are upon shall perish,5,1
and we had already,4,1
groping as the blind,4,1
art just,2,1
white,1,2
as often,2,1
you concerning the jews,4,1
her mouth to receive,4,1
flee and not,3,1
all classes of,3,1
shall be for,3,2
unto me these two facts,5,1
numbered the days,3,1
away until all i,4,1
war,1,1
the space of,3,5
was,1,333
his hand the holy,4,1
old and begat and,4,1
wax,1,3
were most,2,1
was empty and desolate because,5,1
also my,2,2
man also nevertheless all things,5,1
way,1,8
hands they shall bear,4,1
fishes of the sea,4,1
the priest that he,4,1
three sons,2,1
of men they,3,1
exist after for they are,5,1
seek after these,3,1
that light i saw two,5,1
errors and displayed the weakness,5,1
to me telling,3,1
with crowns of glory and,5,1
when on,2,1
this continent it,3,1
these things were good,4,1
prophesy concerning all,3,1
boy only between fourteen and,5,1
which was administered unto cain,5,1
shalt bring,2,1
a flaming,2,1
i have given you,4,2
destroy all flesh,3,1
house but in attempting,4,1
and bare,2,4
down and form man in,5,1
but you will believe,4,1
conscience and allow,3,1
bones and flesh of,4,2
from the filthiness which,4,1
unto the words of,4,1
the worshiping of the,4,1
disposition to commit,3,1
destroy him,2,1
lord god made the heaven,5,1
also of,2,3
had such an astonishing influence,5,1
to get the plates,4,1
naturally that is pleasant to,5,1
though i attended,3,1
amid the,2,2
as that,2,2
that the sons of levi,5,1
without interruption and therefore offered,5,1
all is,2,1
god and come under condemnation,5,1
things which i prepared,4,1
answered that i must join,5,1
about to,2,1
am weary,2,1
the land of egypt being,5,1
of the lions was,4,1
thus from,2,1
were more,2,1
that man is,3,1
of the first and,4,1
ground for thy,3,1
them that curse,3,1
he would translate,3,1
ground i the,3,1
repeat over again to me,5,1
unto my commandments i,4,1
as it had been before,5,1
right of the,3,1
ye shall ask,3,1
senses could translate,3,1
to delineate the,3,1
wherein the sins of the,5,1
mount the,2,1
hands on him for,4,1
to grow every tree naturally,5,1
kingdoms of the earth,4,1
the and,2,11
manifested by the respective clergy,5,1
that there are two,4,1
continued to work for,4,1
of the city after the,5,1
is written by the,4,1
persons in relation to the,5,1
was from the,3,1
he commanded them saying believe,5,1
pass when,2,4
should be,2,28
to teach,2,1
extreme difficulties caused by the,5,1
the son saying i,4,1
begat enoch eight hundred years,5,1
enoch was not taken,4,1
unto thee the,3,2
and his bowels yearned,4,1
the name,2,36
by reason of,3,1
behold my spirit is upon,5,1
taken away by a whirlwind,5,1
of men that,3,1
mine eye can,3,1
for the third time,4,1
things exist,2,1
he then said to,4,1
i will multiply thee,4,1
at that,2,1
of it was,3,2
they were true characters and,5,1
man must be called of,5,1
with me and told,4,1
as yet made,3,1
cain wherein he,3,1
was not my duty,4,1
this because they have turned,5,1
middle part of it was,5,1
hour that he is,4,1
thee but remember that,4,1
man with crowns of glory,5,1
of the field but,4,1
of my servants thy,4,1
to imitate that order,4,1
was also correct,3,1
for him only shalt thou,5,1
of josiah,2,1
very much,2,1
disciples that,2,1
his feet did,3,1
as they,2,17
all my,2,9
plains of and,3,2
supplication to almighty,3,1
to pass when i was,5,1
telling the truth,3,1
i saw as,3,1
to hearken unto thy voice,5,1
he stated to me that,5,1
good and evil and,4,2
seven years and begat,4,1
the fifth day,3,1
which god unto,3,1
offering unto the,3,7
give unto thy seed,4,1
give them dominion over the,5,1
translation of the,3,2
quoting the prophecies of the,5,1
his and to eat and,5,1
if i would use,4,1
would bring the,3,1
those that were spirits,4,1
adam by an holy ordinance,5,1
were doomed,2,1
and two in the land,5,1
attention,1,1
years old he begat ham,5,1
who,1,66
than any beast of the,5,1
denied,1,1
things and many have believed,5,1
is my work and my,5,1
willing that i should be,5,1
about four years after my,5,1
why,1,13
people but the end,4,1
let us go,3,2
confidence in settling the question,5,1
shall be longer still and,5,1
mine hands but,3,1
above it,2,1
the to go into,4,1
be had again among,4,1
no man laid hands on,5,1
are spoken unto,3,1
the ark,2,1
stars shall,2,1
to joseph,2,3
all that thou,3,1
this moment,2,1
of one of the,4,1
many foolish errors and displayed,5,1
broad as,2,1
for until the,3,1
excited,1,2
may have,2,4
of all living for,4,1
been baptized we,3,1
took one of,3,3
i also,2,2
to the dictates of our,5,1
and every tree which shall,5,1
pestilences and earthquakes in divers,5,1
the of mine only begotten,5,2
the prophecies of the old,5,1
enoch look and he,4,1
with power and great glory,5,1
forth thou shalt be the,5,1
smote,1,1
have no beginning,3,1
and abel he also,4,1
some ancient records that,4,1
there indeed,2,1
the prophet in june,4,1
god amongst the,3,1
under the heaven be,4,2
in holiness before,3,1
of jerusalem then you shall,5,1
hence arose the,3,1
retired to the place where,5,1
cursed from the earth,4,1
all of,2,3
from the presence of,4,7
of it which,3,1
divide,1,8
words which i spake unto,5,1
them meat in,3,1
but my spiritual eyes for,5,1
begotten his resurrection,3,1
proud,1,1
thou shalt return unto the,5,1
lord commanded,2,1
them join what,3,1
wrong and the,3,1
upon adam and,3,2
been induced,2,1
even the devil,3,1
bare enoch,2,1
withdrew,1,1
verily i say,3,3
until thou shalt return unto,5,1
stars that they,3,1
distinctly that i knew,4,1
the most elevated of,4,1
place the instant,3,1
as this,2,1
so exceedingly white,3,1
he made the earth,4,1
i saw,2,9
i say,2,10
journeyed going on,3,1
prove,1,3
woman yea hath god said,5,1
were active in getting,4,1
may have a,3,1
heavens and then thy servant,5,1
mount i beheld the heavens,5,1
i was born,3,1
as i leaned up,4,1
shalt hearken unto,3,1
and cain was very wroth,5,1
shall not always,3,1
sudden,1,2
for the benefit of my,5,1
ordained him to the,4,1
the earth when they counseled,5,1
vision which,2,2
