string,n,frequency
gathered together abundance of the,5,1
he called after the,4,1
their ears that they might,5,1
tribulations that them in the,5,1
of jamaica which make men,5,1
seven that,2,1
pass that a certain private,5,1
the north west army had,5,1
the green hillocks,3,1
where they his memory,4,1
were greatly rejoiced,3,1
people profited much,3,1
britain raised up difficulties and,5,1
now although,2,1
to the waters edge to,5,1
before the dawning of,4,1
and as the ships of,5,1
the king the,3,3
from newark and patterson and,5,1
truth compels,2,1
with the savages and,4,1
brought into practice during the,5,1
yankee balls amongst them plentifully,5,1
saying i fought,3,1
the king thy,3,1
escape to their strong ships,5,1
them loose upon,3,1
of an officer,3,1
the king had come thither,5,1
learned,1,2
all the governors of,4,1
whom they made captive being,5,1
wept for the folly of,5,1
fell upon him and he,5,1
perry and the bravery,4,1
the valiant,2,32
they called the name,4,1
these things pleased the,4,1
they murdered with the tomahawk,5,1
bottles of iniquity,3,1
mighty army upon the shores,5,1
were smooth,2,1
and a great multitude of,5,1
the tidings that their,4,1
moreover the slain,3,1
there was great and praise,5,1
with deadly rage,3,1
the next day being the,5,1
white wings,2,1
scourge the and many other,5,1
a millstone,2,1
be read,2,1
boats and,2,5
savages strove to,3,1
but they had a,4,1
he brought them and,4,1
put his sword,3,1
distributed,1,1
army in triumph to,4,1
from britain across,3,1
going on in the north,5,1
for him to,3,1
children of columbia exceedingly rejoiced,5,1
eagle by the yankee smack,5,1
their for much damage,4,1
agreed to vouchsafe protection to,5,1
always accustomed themselves to pay,5,1
called sent out one,4,1
whole face of the,4,4
great praise throughout the,4,2
sorrow and they spake one,5,1
which she returned in,4,1
the ship but he,4,1
beams of the,3,2
of men have employed,4,1
murder so they,3,1
that jacob had gone against,5,1
mercy for,2,1
the fleets of com,4,1
a certain man,3,4
the river and returned,4,1
when the cry,3,1
against the servants of the,5,1
two score and were,4,1
moreover they condemned,3,1
the king save,3,1
was two thousand,3,1
to become a beast of,5,1
the phoebe was afraid,4,1
were willing were not,4,1
king where they,3,1
they came into the waters,5,1
although the war,3,1
along the wood,3,1
and destroyed their strong holds,5,1
took a calf a bleating,5,1
city of columbia and,4,1
and the town was burnt,5,1
forth in the,3,1
that only about a,4,1
and captured a town,4,1
squadrons was like unto the,5,1
burnt the vessels of,4,1
the year,2,7
lovely and,2,1
from adam and that they,5,1
and stiles were among,4,1
fresh from the,3,1
british frigate macedonian by,4,1
thundering engines,2,2
they had but,3,1
commanded his,2,1
held in their hands,4,1
yea they,2,2
the land and fought against,5,1
in these days whilst,4,1
and the captain thereof,4,3
length of this wonder,4,1
perish neither shall the,4,1
match nigh to it,4,1
not up then will,4,1
was afraid of,3,1
of many hundred,3,1
sun when the of,4,1
had not yielded to the,5,1
of columbia round about,4,2
eleventh month he arrived at,5,1
with the noise of a,5,1
at rest,2,1
savages were,2,2
prevented by the precaution,4,1
accordingly all the,3,1
and the sound thereof,4,4
bounds through,2,1
columbia whose army was at,5,1
perry conquered,2,1
engines became silent he put,5,1
gratitude of the,3,1
weapon of,2,1
were the strongest in,4,1
balls of lead,3,3
stephen resigned the command,4,1
world even,2,1
of britain outwitted with a,5,1
of the states brig,4,1
over their,2,2
a man destroy his reason,5,1
pass about the fifth,4,1
which had been humbled,4,1
wine and comforted,3,1
com decatur in the frigate,5,1
deeds of that awful day,5,1
with fire that the,4,1
clashing of arms he,4,1
addressed the surrounding,3,1
strong hold and brock was,5,1
our lord the king hath,5,1
the constitution capture of the,5,1
governor on,2,1
balls of iron they cast,5,1
had heard the,3,1
king your master moreover a,5,1
governor of,2,14
captured a number of,4,2
nigh unto it,3,1
return from a second cruise,5,1
have laid waste your chief,5,1
the island was about,4,1
to move to and fro,5,1
he is as,3,1
and if ye will,4,1
out of the boats ross,5,1
the brave lawrence who had,5,1
of silver that were,4,1
which open the,3,1
neither came they against,4,1
they spake concerning it saying,5,1
seventeenth day of the month,5,1
gen brown,2,1
work and cast balls,4,1
handed,1,2
us and in the hour,5,1
like unto a clock a,5,1
place therein a,3,1
vessel was ensnared,3,1
gave unto lawrence vessels,4,1
britain was increased and,4,1
roaring noises and,3,1
to flee rapidly from the,5,1
have my physicians,3,1
thanked him and gave,4,1
are mighty,2,2
the sight of the people,5,1
himself our father across,4,1
frown,1,1
and detroit,2,1
vessel of the king and,5,1
of britain might not profit,5,1
to give hindrance,3,1
treason and,2,1
hand inasmuch as,3,1
be buried in his own,5,1
the lives of,3,2
was honored greatly for,4,1
now will we chastise the,5,1
the great sanhedrin before,4,1
to give us light,4,1
of britain were frightened,4,1
that thy strength and,4,1
go forth with his,4,1
shooting stars red,3,1
the twelfth month of,4,3
their hands and went against,5,1
near the strong,3,1
counsellors of,2,7
the huge mammoth that once,5,1
the destruction of,3,1
unto,1,170
was murray,2,1
desperation for,2,1
when jefferson presided as chief,5,1
ignorance and darkness now,4,1
britain violated the covenant,4,1
lord hath,2,2
many other friends of the,5,1
chauncey returned unto,3,1
took their vessels and,4,1
of silver with,3,1
then will we,3,4
raised up difficulties and,4,1
the king came and burnt,5,1
we hurt,2,1
out to his,3,1
both vessels came upon,4,1
a vessel was,3,1
peter was,2,1
not prevail against,3,1
jamaica that the instrument of,5,1
up in the air,4,1
two feasts for the prince,5,1
robert fulton,2,1
the treaty which,3,2
shall be recorded as the,5,1
with propositions to violate your,5,1
reigned in his,3,1
at the age of,4,1
were bound in fetters of,5,1
their fires,2,2
return again on the third,5,1
forced others to,3,1
hardened unto the,3,1
dependencies in a,3,1
unto them to be,4,1
his little,2,1
the twelfth month in,4,2
fled but his name,4,1
over the whole face,4,3
and there are no idolaters,5,1
the valiant captains under,4,1
the united states became,4,1
three score and they had,5,1
for the pride of,4,1
beloved by the,3,1
britain were afraid,3,1
dominions of the,3,1
for him by,3,1
direction of a,3,1
be handed down to,4,2
both vessels were slain,4,1
was called the frolic,4,1
of liberty but,3,1
he put the army,4,1
together abundance of the,4,1
garrison to the sword even,5,1
and now the destroying engines,5,1
he looked around and,4,1
columbia was samuel whose was,5,1
of the so they drew,5,1
abundance and where there,4,1
the dominica was,3,2
they nailed britannia to the,5,1
upon die,2,1
them with fire,3,2
manifest and they,3,1
south near unto,3,1
score and ten shekels moreover,5,1
governor in,2,2
with them in good faith,5,1
his army to go against,5,1
vessel of the yankees in,5,1
their hearts were moved with,5,1
by the peacock,3,1
of the king upon the,5,1
they built the,3,1
around with tremendous noise,4,1
to detroit,2,2
upon another and wist not,5,1
so that on the,4,4
your strength,2,1
happened in the latter,4,1
rocks had fallen,3,1
him for he is,4,1
front,1,2
became a prey unto them,5,1
bethought themselves,2,1
his father for,3,1
instruct them in the sublime,5,1
were neither did their footsteps,5,1
up their wounds and the,5,1
harrison returned from,3,1
prisoners of columbia,3,1
states brig viper the general,5,1
the wilderness commit great,4,1
moreover they upbraided the servants,5,1
had come to,3,3
fire to the city that,5,1
chesapeake british army move up,5,1
and the sea,3,1
blood and,2,3
over the whole continent,4,1
blood and the,3,1
day of the next,4,6
in the wickedness of,4,1
of britain appeared with,4,1
acts of their sons,4,1
saying verily if,3,1
kingdom,1,10
and the saw,3,1
nigh unto us,3,1
knew there,2,1
was a man well,4,5
they were let,3,1
they went out,3,1
on will be,3,1
few days,2,1
so lawrence was buried in,5,1
neglected that duty which should,5,1
but they were afraid to,5,1
army were two hundred,4,1
on affair of,3,1
they were sore pushed,4,1
peach of the north to,5,1
of their coming was,4,1
the boats ross the,4,1
and the commanders of both,5,1
the young man returned to,5,1
years even those,3,1
day in gladness and mirth,5,1
hosts be with,3,1
departed in haste from the,5,1
the soldiers of columbia,4,3
a man puffed up,4,1
lambert the captain of,4,1
few in numbers nevertheless they,5,1
villages of ohio,3,1
him through,2,2
and from thence against the,5,1
but when their ruler beheld,5,1
the town he,3,1
unto them whole some food,5,1
columbia were an,3,1
war hornet of guns return,5,1
wounded upon the other side,5,1
war of columbia who were,5,1
of treason,2,1
his heart was like,4,1
gall to their,3,1
upon the sons,3,1
ascribed,1,1
however,1,35
province of canada,3,7
people sent two of,4,1
britain in,2,11
of columbia praised,3,1
for the city,3,1
they came as the barbarians,5,1
now the war,3,1
fly whose sting,3,1
of the argus whose name,5,1
vessels called,2,4
york for,2,1
britain he,2,2
lake at a place called,5,1
and with his,3,1
the town in,3,1
lawrence spake,2,1
it happened on the,4,4
the war although,3,1
a ruler over this,4,1
weapons of destruction that the,5,1
that about the fourth,4,1
down into,2,8
in the wickedness,3,1
terror and dismay they,4,1
published to,2,1
of britain was shaken her,5,1
yet they,2,1
would they he,3,1
were brave men,3,1
are they like,3,1
of jacob army were,4,1
demonstration of british,3,1
tenderness,1,2
thine evil and,3,1
the staff of juggernaut the,5,1
and many wise men,4,1
united states that flocked,4,1
towards one another,3,1
the day of,3,18
and the children looked for,5,1
chief captain,2,99
given unto them silver and,5,1
awful scene whilst the,4,1
thames its,2,1
the brig nautilus removal of,5,1
with the blood of,4,4
he was troubled in,4,1
three score and they,4,1
of this day shall,4,1
should suffer death,3,1
britain essayed to go,4,1
with a greater number,4,1
ordered to go before him,5,1
for his courage and his,5,1
desolation amongst us then,4,1
took it,2,3
thousand ships,2,1
fort boyer,2,2
heat of the battle and,5,1
and nourished them and,4,1
gallant who led a band,5,1
the wounds,2,4
which was the signal of,5,1
in the after part of,5,1
the return of their beloved,5,1
the standard of,3,2
with the drinking,3,1
britain laden with,3,1
them singly upon,3,1
into silence,2,1
their numbers overpowered it and,5,1
strong vessel,2,4
upon the people,3,6
slew him with his,4,1
offered by the emperor of,5,1
escape thy brutal violence,4,1
of war upon,3,2
their strong entrenchments at fort,5,1
within him for,3,2
busily employed in,3,1
their vessels from whence they,5,1
silver or,2,1
the funeral as,3,1
conveyed to halifax in,4,1
vessel were,2,1
published abroad he invited the,5,1
leafless trees of,3,1
success of their,3,1
times ten thousand,3,1
engines in their,3,1
nations of indians declare,4,1
their husbands and,3,1
inquiry of,2,1
the king that day,4,5
who fell into their hands,5,1
small insect that the,4,1
the fighting vessels under were,5,1
be my fate and their,5,1
their balls and their rockets,5,1
fort below the walls,4,1
now to thy chief,4,1
certain wise men from,4,1
we pass in safety,4,1
man and to destroy,4,1
him a name,3,1
forth bombs and,3,1
upbraided the servants of,4,1
and having gathered,3,1
the place freely,3,1
persons of some of,4,1
were exceedingly,2,2
the side of britain,4,1
of new york gave unto,5,1
and the shouts of,4,1
sleeping devils,2,1
hunger for they had,4,1
the friends of the,4,3
cruel and,2,1
to be placed in the,5,1
of depredations committed,3,1
slain my warriors and i,5,1
and give him battle,4,1
deceit,1,1
like our forefathers,3,1
his wickedness as,3,1
day in the,3,2
over them and killed,4,1
remembered his name,3,1
hundred miles from new york,5,1
